Date,Open,High,Low,Close,Adj Close,Volume,Stock Name,Date_only,Daily_Return,MA7,MA20,MACD,20SD,upper_band,lower_band,EMA,log_momentum,score,score_bert,score_topic_vader,score_topic_bert,n_tweets
2021-11-10,150.02000427246094,150.1300048828125,147.85000610351562,147.9199981689453,147.0664520263672,65187100,AAPL,2021-11-10,-0.01916318172822462,150.41714477539062,149.12000122070313,1.704104463141391,2.1443583299620483,153.40871788062722,144.83128456077904,148.64951010262266,0.0,0.0837,0.03128220804501324,0.16765017044366548,0.0009448334898607804,8.0
2021-11-11,148.9600067138672,149.42999267578125,147.67999267578125,147.8699951171875,147.01675415039062,41000000,AAPL,2021-11-11,-0.0003380411869712274,150.11000061035156,149.32550125122071,1.4377428902298277,1.7674754272623094,152.86045210574534,145.7905503966961,148.57527058020025,0.0,0.3019,0.09031572317083673,0.19485712884750508,-0.020142285321213194,3.0
2021-11-12,148.42999267578125,150.39999389648438,147.47999572753906,149.99000549316406,149.12452697753906,63804000,AAPL,2021-11-12,0.014336988205730705,149.89571489606584,149.58300170898437,1.3817881506735432,1.420731838444507,152.4244653858734,146.74153803209535,148.71000723857776,1.1378363274493748,0.3565222222222222,0.018257528439991993,0.15350671285545314,-0.01804259365692374,9.0
2021-11-15,150.3699951171875,151.8800048828125,149.42999267578125,150.0,149.13446044921875,59222800,AAPL,2021-11-15,6.663448543164918e-05,149.7585710797991,149.7555015563965,1.3229993763451375,1.2296936493002142,152.21488885499693,147.29611425779606,148.83286369204654,0.009944892062078381,0.19265714285714286,0.06627172457852532,0.20217723830192286,-0.011019877743239582,7.0
2021-11-16,149.94000244140625,151.49000549316406,149.33999633789062,151.0,150.12867736816406,59256200,AAPL,2021-11-16,0.006666666666666599,149.71857125418526,149.86750183105468,1.3416349591209666,1.2362431163427756,152.33998806374024,147.39501559836913,149.03925762613736,0.6931471805599453,0.19493333333333332,-0.03557204850949348,0.16804386088908418,0.02294747777164928,12.0
2021-11-17,151.0,155.0,150.99000549316406,153.49000549316406,152.60430908203125,88807000,AAPL,2021-11-17,0.016490102603735624,150.15428597586495,150.0790023803711,1.539579116486948,1.4671214529638217,153.01324528629874,147.14475947444345,149.463138375378,1.2499033101856079,0.20029333333333335,0.07978725309173265,0.14914935048690314,-0.01175989881029147,15.0
2021-11-18,153.7100067138672,158.6699981689453,153.0500030517578,157.8699951171875,156.95904541015625,137827700,AAPL,2021-11-18,0.02853599235957094,151.16285705566406,150.4985023498535,2.0265193907956416,2.2678254848418047,155.03415331953713,145.9628513801699,150.2637913984075,1.6826864455516544,0.20096086956521741,0.007818481864650602,0.16414504957980613,0.0028938875044615506,46.0
2021-11-19,157.64999389648438,161.02000427246094,156.52999877929688,160.5500030517578,159.62356567382812,117305600,AAPL,2021-11-19,0.016976043690765552,152.96714346749442,151.09150238037108,2.598720872390146,3.1493243208655857,157.39015102210226,144.7928537386399,151.2434306034885,1.3029149083117522,0.37706,0.09307135567069053,0.19560706453694662,0.0009607482977584909,20.0
2021-11-22,161.67999267578125,165.6999969482422,161.0,161.02000427246094,160.0908660888672,117467900,AAPL,2021-11-22,0.002927444483147079,154.84571620396204,151.71050262451172,3.054904798682486,3.79298997976046,159.29648258403265,144.1245226649908,152.17453285767635,0.38526323120058925,0.3207909090909091,0.05974543462930752,0.20382234574616834,-0.013639259250404328,22.0
2021-11-23,161.1199951171875,161.8000030517578,159.05999755859375,161.41000366210938,160.47862243652344,96041900,AAPL,2021-11-23,0.0024220555167078217,156.4771445138114,152.31500244140625,3.408611190266015,4.318906652394355,160.95281574619497,143.67718913661753,153.0541015057176,0.32930330804066044,0.41732499999999995,-0.04762949363794181,0.16124471041249094,0.018453704337657258,8.0
2021-11-24,160.75,162.13999938964844,159.63999938964844,161.94000244140625,161.0055694580078,69463600,AAPL,2021-11-24,0.003283555958565998,158.18285914829798,152.9695022583008,3.6891661154646442,4.737716327192241,162.44493491268528,143.4940696039163,153.900377785307,0.4252669375588461,0.17061874999999999,0.004120974394027116,0.166811918352372,0.010216194760515659,16.0
2021-11-26,159.57000732421875,160.4499969482422,156.36000061035156,156.80999755859375,155.90516662597656,76959800,AAPL,2021-11-26,-0.031678429081589354,159.01285879952567,153.18150177001954,3.457701167456179,4.813162304565804,162.80782637915115,143.55517716088792,154.17748443038195,0.0,0.13475384615384614,-0.028039352753414563,0.1213367604095231,-0.06859171838843757,13.0
2021-11-29,159.3699951171875,161.19000244140625,158.7899932861328,160.24000549316406,159.31536865234375,88748200,AAPL,2021-11-29,0.02187365594013646,159.9771445138114,153.70350189208983,3.51056885063511,4.99000239801115,163.68350668811212,143.72349709606755,154.75486738874216,1.4884013751548335,0.31805000000000005,0.06064860294573008,0.13208556366044394,-0.04744779971504447,10.0
2021-11-30,159.99000549316406,165.52000427246094,159.9199981689453,165.3000030517578,164.34617614746094,174048100,AAPL,2021-11-30,0.031577617231232535,161.03857421875,154.52050170898437,3.9156294463966503,5.485534437980982,165.49157058494634,143.5494328330224,155.7591660233151,1.8017093972088234,0.13681153846153846,-0.15111534404926574,0.1402880557192341,-0.04824054988430148,26.0
2021-12-01,167.47999572753906,170.3000030517578,164.52999877929688,164.77000427246094,163.81924438476562,152052500,AAPL,2021-12-01,-0.003206284147078464,161.6414315359933,155.25800170898438,4.146082951321205,5.829373776775468,166.91674926253532,143.59925415543344,156.61734109466232,0.0,-0.010062962962962963,-0.06503667854876431,0.12769839807037098,-0.02673701760197543,27.0
2021-12-02,158.74000549316406,164.1999969482422,157.8000030517578,163.75999450683594,162.8150634765625,136739200,AAPL,2021-12-02,-0.006129815739731703,162.0328587123326,155.87150115966796,4.19881830349064,6.053310657858386,167.97812247538474,143.76487984395118,157.29759380058363,0.0,0.15275,-0.3305567150326589,0.08322262413274666,-0.031218313873713346,26.0
2021-12-03,164.02000427246094,164.9600067138672,159.72000122070312,161.83999633789062,160.90611267089844,118023100,AAPL,2021-12-03,-0.011724464053185835,162.0942862374442,156.41550064086914,4.039123146516715,6.077526664431715,168.57055396973257,144.2604473120057,157.73020356604144,0.0,0.36536,0.07394504640251395,0.1608490131557459,-0.020774440187933018,10.0
2021-12-06,164.2899932861328,167.8800048828125,164.27999877929688,165.32000732421875,164.36605834960938,107497000,AAPL,2021-12-06,0.021502787105003085,162.577144077846,157.11750106811525,4.145583678890773,6.261204881050099,169.63991083021546,144.59509130601504,158.45304201920118,1.4996254987292719,0.04690625,-0.07712122966768224,0.14893546123255816,0.0023832334937465794,16.0
2021-12-07,169.0800018310547,171.5800018310547,168.33999633789062,171.17999267578125,170.19223022460938,120405400,AAPL,2021-12-07,0.035446316791349686,164.6300005231585,158.15450057983398,4.649213027982086,6.792055604071216,171.73861178797642,144.57038937169153,159.6651325579231,1.9257053063947707,0.11592727272727274,0.14919583139602433,0.13487267590591043,0.010041418046732904,44.0
2021-12-08,172.1300048828125,175.9600067138672,170.6999969482422,175.0800018310547,174.0697479248047,116998900,AAPL,2021-12-08,0.02278308985945654,166.75,159.36800079345704,5.301923783639722,7.5379306802119,174.44386215388084,144.29213943303324,161.1332153458404,1.589237073537986,0.1484483870967742,-0.09230525204310976,0.14290609915111002,-0.022253385754157456,31.0
2021-12-09,174.91000366210938,176.75,173.9199981689453,174.55999755859375,173.552734375,108923700,AAPL,2021-12-09,-0.0029700951966102895,168.07285635811942,160.70000076293945,5.711404248147971,7.759012088163221,176.2180249392659,145.18197658661302,162.41195650895975,0.0,0.17694782608695653,0.0883077110123375,0.19464430169729124,0.013131146960986616,23.0
2021-12-10,175.2100067138672,179.6300048828125,174.69000244140625,179.4499969482422,178.4145050048828,115402700,AAPL,2021-12-10,0.028013287454401015,170.1699981689453,162.27900085449218,6.357220469393923,8.210813118902776,178.70062709229774,145.85737461668663,164.03462702698667,1.7732558940384369,0.07996451612903226,0.08146339847195533,0.16964313255981153,-0.01700928009026673,31.0
2021-12-13,181.1199951171875,182.1300048828125,175.52999877929688,175.74000549316406,174.72593688964844,153237000,AAPL,2021-12-13,-0.020674235264256824,171.88142830984933,163.56650085449218,6.494801148091568,8.201276227030249,179.96905330855267,147.16394840043168,165.14942497614643,0.0,0.11239189189189189,0.10085584052108429,0.1252020822599778,-0.014228477957562324,37.0
2021-12-14,175.25,177.74000549316406,172.2100067138672,174.3300018310547,173.32406616210938,139380400,AAPL,2021-12-14,-0.008023236702153325,173.66571480887276,164.78300094604492,6.41609852561416,7.88123441330418,180.5454697726533,149.02053211943655,166.02376562899482,0.0,0.28413809523809525,0.24498894713109448,0.1320602993481955,0.06538730939904498,21.0
2021-12-15,175.11000061035156,179.5,172.30999755859375,179.3000030517578,178.26539611816406,131063300,AAPL,2021-12-15,0.02850915601733095,175.66285705566406,166.1980010986328,6.6777863287365165,7.816618558503478,181.83123821563976,150.56476398162584,167.2881691930675,1.786747131877375,0.20157999999999998,0.026490343268960694,0.1339447356103671,-0.033949204325605435,15.0
2021-12-16,179.27999877929688,181.13999938964844,170.75,172.25999450683594,171.2659912109375,150185800,AAPL,2021-12-16,-0.039263850669816525,175.817143031529,167.1365005493164,6.245116132969798,7.3216692642546715,181.77983907782573,152.49316202080706,167.76167636580732,0.0,0.17060555555555557,0.017772229465966398,0.20228545406464218,-0.013163305996477113,18.0
2021-12-17,169.92999267578125,173.47000122070312,169.69000244140625,171.13999938964844,170.15248107910156,195432700,AAPL,2021-12-17,-0.006501771466984829,175.25428553989954,167.80000076293945,5.745615757901504,7.033323706540887,181.86664817602122,153.73335334985768,168.08342141569693,0.0,0.31664166666666665,0.08986857153164841,0.18477542706058445,-0.023585908727733293,12.0
2021-12-20,168.27999877929688,170.5800018310547,167.4600067138672,169.75,168.77049255371094,107499100,AAPL,2021-12-20,-0.00812200183829448,174.567143031529,168.26000061035157,5.177909065350093,6.832173260925595,181.92434713220277,154.59565408850037,168.24214318563054,0.0,0.5084166666666666,0.05554340872913598,0.1778140642280238,-0.004936012046006753,6.0
2021-12-21,171.55999755859375,173.1999969482422,169.1199951171875,172.99000549316406,171.99179077148438,91185900,AAPL,2021-12-21,0.01908692484927288,173.644287109375,168.8585006713867,4.932579085565351,6.68731946391396,182.23313959921464,155.48386174355878,168.6943205482528,1.4445645648005891,0.4847,0.03464930477951252,0.1712987677611056,-0.034142271846006204,7.0
2021-12-22,173.0399932861328,175.86000061035156,172.14999389648438,175.63999938964844,174.62649536132812,92135300,AAPL,2021-12-22,0.01531876878626437,173.6300005231585,169.57000045776368,4.89555278447844,6.609676195925471,182.78935284961463,156.35064806591274,169.35581377124285,1.2947254953969403,0.25172666666666665,0.041963332084317996,0.14093182860441042,0.0258241635052177,15.0
2021-12-23,175.85000610351562,176.85000610351562,175.27000427246094,176.27999877929688,175.26280212402344,68356600,AAPL,2021-12-23,0.0036438134358485197,173.90857151576452,170.2870002746582,4.861807881268589,6.515544174395641,183.31808862344948,157.2559119258669,170.01525996248608,0.4946958696704509,0.2893272727272727,0.19679342862218618,0.15932008665849567,-0.028448146179351822,11.0
2021-12-27,177.08999633789062,180.4199981689453,177.07000732421875,180.3300018310547,179.28945922851562,74919600,AAPL,2021-12-27,0.022974830268908786,174.0557141985212,171.46300048828124,5.10304151528976,6.061816428681676,183.5866333456446,159.33936763091788,170.9976163309212,1.6193888475955636,0.14863181818181817,-0.03630126212638891,0.15161536107363835,-0.03656094243870022,22.0
2021-12-28,180.16000366210935,181.3300018310547,178.52999877929688,179.2899932861328,178.2554473876953,79144300,AAPL,2021-12-28,-0.00576725189575622,175.05999973842077,172.41549987792968,5.150924261833524,5.690841431343649,183.79718274061696,161.0338170152424,171.78736651713183,0.0,0.22417142857142858,0.04343883218687204,0.15121924521592534,-0.025842967661950985,21.0
2021-12-29,179.3300018310547,180.6300048828125,178.13999938964844,179.3800048828125,178.34494018554688,62348900,AAPL,2021-12-29,0.0005020447322792165,176.23714338030135,173.11949996948243,5.136919654879733,5.634898588910959,184.38929714730435,161.84970279166052,172.51047493291094,0.08618833534013352,0.2525,-0.015501547338707086,0.22759208502447645,0.006099136263769955,7.0
2021-12-30,179.47000122070312,180.57000732421875,178.08999633789062,178.1999969482422,177.17172241210938,59773000,AAPL,2021-12-30,-0.006578257901939555,177.4442858014788,173.79099960327147,4.973275302458745,5.382078917608419,184.55515743848832,163.02684176805462,173.05233417246632,0.0,0.314175,0.032285333378240466,0.20348206352034753,-0.020261398119166038,4.0
2021-12-31,178.08999633789062,179.22999572753906,177.25999450683594,177.57000732421875,176.54539489746094,64062300,AAPL,2021-12-31,-0.0035352953693170708,178.09857177734375,174.48150024414062,4.738132830668832,4.890876089001614,184.26325242214384,164.6997480661374,173.4825887583475,0.0,0.10137999999999998,0.1451317667029798,0.13769815228352553,-0.045057530120211534,10.0
2022-01-03,177.8300018310547,182.8800048828125,177.7100067138672,182.00999450683597,180.9597320556641,104487900,AAPL,2022-01-03,0.025004150472947906,179.0085710797991,175.4900001525879,4.854095594339441,4.173991356170467,183.83798286492882,167.14201744024697,174.29472263915594,1.6937767047285344,0.1899253968253968,0.16962724603298635,0.15310536457520824,0.03517114392398511,63.0
2022-01-04,182.6300048828125,182.94000244140625,179.1199951171875,179.6999969482422,178.66307067871094,99310400,AAPL,2022-01-04,-0.012691597320536263,179.4971422467913,176.20899963378906,4.705358973232393,3.516711882286757,183.24242339836258,169.17557586921555,174.80951066859274,0.0,0.211792,0.12151427216827866,0.14121125695860476,-0.0041327780306163455,25.0
2022-01-05,179.61000061035156,180.1699981689453,174.63999938964844,174.9199981689453,173.91065979003906,94537600,AAPL,2022-01-05,-0.02659988236212174,178.72428458077567,176.39599990844727,4.153894664065234,3.329684816248453,183.05536954094418,169.73663027595035,174.82003328767394,0.0,-0.06875,-0.10604151885490865,0.1710828835036034,-0.03106796278205628,8.0
2022-01-06,172.6999969482422,175.3000030517578,171.63999938964844,172.0,171.00750732421875,96904000,AAPL,2022-01-06,-0.016693335236175,177.682856968471,176.24199981689452,3.441563574584592,3.462337681750783,183.16667518039608,169.31732445339296,174.55145868884784,0.0,0.11852499999999999,-0.01766038406640294,0.13693269143786233,-0.027464626844113993,8.0
2022-01-07,172.88999938964844,174.13999938964844,171.02999877929688,172.1699981689453,171.176513671875,86709100,AAPL,2022-01-07,0.0009883614473564784,176.6528560093471,176.12249984741212,2.857810425937714,3.563220920199516,183.24894168781114,168.9960580070131,174.3246529250476,0.15700218380443373,0.1609888888888889,-0.09139729229112466,0.22180373728286434,-0.0020981523331587257,18.0
2022-01-10,169.0800018310547,172.5,168.1699981689453,172.19000244140625,171.19642639160156,106765600,AAPL,2022-01-10,0.00011618907285648739,175.7942853655134,175.7595001220703,2.36948211268205,3.576172947638791,182.9118460173479,168.60715422679272,174.1213528789865,0.019806815974600815,0.17426428571428573,-0.001105741797281179,0.16378370181264837,-0.01983468531688553,14.0
2022-01-11,172.32000732421875,175.17999267578125,170.82000732421875,175.0800018310547,174.0697479248047,76138300,AAPL,2022-01-11,0.016783781570778755,175.4385702950614,175.72649993896485,2.1904273215542105,3.5794060351307904,182.88531200922642,168.56768786870327,174.21265277918346,1.3584090007276273,0.16995555555555555,0.05263743984202545,0.1523799623313441,-0.015071026856695943,9.0
2022-01-12,176.1199951171875,177.17999267578125,174.82000732421875,175.52999877929688,174.5171356201172,74805200,AAPL,2022-01-12,0.0025702361408266317,174.51285661969865,175.78649978637696,2.0610772865240676,3.5647928250781815,182.91608543653334,168.6569141362206,174.33811430300378,0.3715614517697079,0.1877,0.10107919751581819,0.1300311790283475,0.02350884581041198,11.0
2022-01-13,175.77999877929688,176.6199951171875,171.7899932861328,172.19000244140625,171.19642639160156,84505800,AAPL,2022-01-13,-0.019028065636177538,173.44000026157923,175.43099975585938,1.6698081519362233,3.550460995653104,182.5319217471656,168.33007776455315,174.13353222094688,0.0,0.1493888888888889,0.04728573239925834,0.21632544484013896,0.004907805713821891,9.0
2022-01-14,171.33999633789062,173.77999877929688,171.08999633789062,173.07000732421875,172.07135009765625,80440800,AAPL,2022-01-14,0.005110661887074208,173.17571585518974,175.47150039672852,1.4144289271480375,3.5168459051148653,182.50519220695824,168.4378085864988,174.0322441355442,0.6312743740791765,-0.15596363636363636,-0.1802015495063229,0.19615295296867244,-0.01854615585988328,11.0
2022-01-18,171.50999450683594,172.5399932861328,169.41000366210938,169.8000030517578,168.82020568847656,90956700,AAPL,2022-01-18,-0.018894112983626976,172.86143057686942,175.40450057983398,0.9373715990732592,3.6151006314634144,182.63470184276082,168.17429931690714,173.62917355613595,0.0,0.1932888888888889,-0.21532546408060524,0.09458731620073386,-0.06035458756373714,9.0
2022-01-19,170.0,171.0800018310547,165.94000244140625,166.22999572753906,165.2707977294922,94815000,AAPL,2022-01-19,-0.021024777738847034,172.01285879952567,175.22850036621094,0.26813952871717106,3.972860164919427,183.1742206960498,167.2827800363721,172.92448995341243,0.0,0.20678181818181818,-0.08213847376067533,0.1968394815359914,0.01946972551012826,11.0
2022-01-20,166.97999572753906,169.67999267578125,164.17999267578125,164.50999450683594,163.56072998046875,91420500,AAPL,2022-01-20,-0.010347117036099251,170.91571480887276,174.80449981689452,-0.3964513876431681,4.623559344069148,184.05161850503282,165.55738112875622,172.1231094346909,0.0,0.010249999999999981,-0.4467145793605595,0.08650648473357188,-0.02567480479892622,4.0
2022-01-21,164.4199981689453,166.3300018310547,162.3000030517578,162.41000366210938,161.47286987304688,122848900,AAPL,2022-01-21,-0.01276512622240289,169.10571507045202,174.14300003051758,-1.0801449491840742,5.381951099945206,184.906902230408,163.37909783062716,171.19805174206408,0.0,0.18502307692307693,0.13325219837805397,0.10781201469351545,0.017508558930367766,13.0
2022-01-24,160.02000427246094,162.3000030517578,154.6999969482422,161.6199951171875,160.6873779296875,162294600,AAPL,2022-01-24,-0.00486428500159064,167.11857169015067,173.4099998474121,-1.666513578485592,6.034356278581115,185.47871240457434,161.34128729024988,170.2858558730282,0.0,0.06604000000000002,0.004783794842660425,0.13882890722727967,-0.04513714798517985,15.0
2022-01-25,158.97999572753906,162.75999450683594,157.02000427246094,159.77999877929688,158.85801696777344,115798400,AAPL,2022-01-25,-0.011384707297859231,165.34571402413505,172.38249969482422,-2.253707926647735,6.523766383212807,185.43003246124982,159.33496692839861,169.2852980545776,0.0,0.12323333333333335,-0.07865374473234017,0.1359571190568353,-0.02864912799791044,12.0
2022-01-26,163.5,164.38999938964844,157.82000732421875,159.69000244140625,158.76853942871094,108275300,AAPL,2022-01-26,-0.0005632515870458432,163.43428475516183,171.4025001525879,-2.6952563924566846,6.893204378189754,185.1889089089674,157.6160913962084,168.3714603771327,0.0,0.20024444444444445,0.21494801642580166,0.1434786529307681,-0.027808088176147487,9.0
2022-01-27,162.4499969482422,163.83999633789062,158.27999877929688,159.22000122070312,158.30123901367188,121954600,AAPL,2022-01-27,-0.0029432100539642514,161.922855922154,170.3944999694824,-3.0479767249561576,7.135015496284553,184.66453096205151,156.1244689769133,167.49989283842513,0.0,0.08417582417582417,0.06345213535190611,0.12692668345335567,-0.016250292795976232,91.0
2022-01-28,165.7100067138672,170.35000610351562,162.8000030517578,170.3300018310547,169.34713745117188,179935700,AAPL,2022-01-28,0.06977766942076213,162.5085710797991,170.00100021362306,-2.403321931359841,6.894857016491567,183.7907142466062,156.21128618063992,167.76942702819937,2.494031607965624,0.11084222222222222,0.0699268240481615,0.11602985378166593,0.02203228171167323,45.0
2022-01-31,170.16000366210938,175.0,169.50999450683594,174.77999877929688,173.77145385742188,115541600,AAPL,2022-01-31,0.026125737688043937,163.97571454729353,169.86149978637695,-1.5158767162167806,6.760573642531822,183.3826470714406,156.3403525013133,168.43710052830392,1.695615048719434,0.20643571428571428,-0.0995826820975968,0.09216715339739061,-0.04891333802997249,14.0
2022-02-01,174.00999450683594,174.83999633789062,172.30999755859375,174.61000061035156,173.6024627685547,86213900,AAPL,2022-02-01,-0.0009726408635577499,165.71857125418526,169.49150009155272,-0.8168710401519945,6.243422240392341,181.9783445723374,157.00465561076805,169.0249957742132,0.0,0.31258947368421053,-0.05474312706409318,0.11705727878092524,-0.060152462850044615,19.0
2022-02-02,174.75,175.8800048828125,173.3300018310547,175.83999633789062,174.82533264160156,84914300,AAPL,2022-02-02,0.007044245594408194,167.75,169.29850006103516,-0.16178863146393496,5.964681667271544,181.22786339557825,157.36913672649206,169.6740434469444,0.8019996695684264,0.261,-0.0935047153616324,0.1360143071920398,-0.049188516655943655,24.0
2022-02-03,174.47999572753906,176.24000549316406,172.1199951171875,172.89999389648438,171.90231323242188,89418100,AAPL,2022-02-03,-0.016719759455390393,169.62428501674108,169.1974998474121,0.1187662077261109,5.880998019725647,180.9594958868634,157.4355038079608,169.9812768230911,0.0,0.11326153846153847,-0.013928656358844974,0.12076281883740012,-0.043024660822959464,26.0
2022-02-04,171.67999267578125,174.10000610351562,170.67999267578125,172.38999938964844,171.61363220214844,82465400,AAPL,2022-02-04,-0.0029496502304173777,171.4385702950614,169.21699981689454,0.29653734662912257,5.891416850845278,180.9998335185851,157.434166115204,170.21067897228704,0.0,-0.08562307692307693,-0.1610050604033929,0.0826505506809756,-0.05630847745403778,13.0
2022-02-07,172.86000061035156,173.9499969482422,170.9499969482422,171.66000366210938,170.8869171142578,77251200,AAPL,2022-02-07,-0.004234559603942367,173.21571350097656,169.19150009155274,0.3742041085684775,5.879053457195656,180.94960700594405,157.43339317716143,170.34870989512726,0.0,0.26942857142857146,-0.15254551770963837,0.1495580045180339,-0.045102141823534704,7.0
2022-02-08,171.72999572753906,175.35000610351562,171.42999267578125,174.8300018310547,174.04263305664062,74829200,AAPL,2022-02-08,0.018466725511581794,173.8585706438337,169.32350006103516,0.6836670482537102,5.97871367605257,181.2809274131403,157.36607270893003,170.77549960331083,1.4279155967087702,0.17250476190476188,0.07638958016676561,0.1300465776150536,-0.01978334682159302,21.0
2022-02-09,176.0500030517578,176.64999389648438,174.89999389648438,176.27999877929688,175.48609924316406,71285000,AAPL,2022-02-09,0.008293753549481586,174.07285635811942,169.38349990844728,1.0340019621318106,6.045175933791263,181.4738517760298,157.29314804086476,171.29973762007143,0.8960867789404262,-0.0003100000000000033,-0.1547328463755548,0.08134472863561792,-0.07087222609574409,10.0
2022-02-10,174.13999938964844,175.47999572753906,171.5500030517578,172.1199951171875,171.34483337402344,90865900,AAPL,2022-02-10,-0.02359884099680365,173.7171412876674,169.2129997253418,0.9648452411314565,5.909254297725749,181.0315083207933,157.3944911298903,171.37785738170152,0.0,0.3109625,-0.008796638110652589,0.22440890216311368,-0.01040786865788839,8.0
2022-02-11,172.3300018310547,173.0800018310547,168.0399932861328,168.63999938964844,167.88050842285156,98670700,AAPL,2022-02-11,-0.020218427993619836,172.6885702950614,169.0354995727539,0.622060740816039,5.868300654580681,180.77210088191526,157.29889826359255,171.11710900150598,0.0,0.1945416666666667,-0.04498563194647432,0.14007044379356906,-0.05139466317715794,12.0
2022-02-14,167.3699951171875,169.5800018310547,166.55999755859375,168.8800048828125,168.1194305419922,86185500,AAPL,2022-02-14,0.0014231824835904128,172.1142861502511,168.82599945068358,0.3655541119231316,5.790969460959332,180.40793837260225,157.24406052876492,170.9040514663923,0.21511580957815135,0.2053888888888889,-0.18590774945914745,0.09280920736645938,-0.05065123110561147,9.0
2022-02-15,170.97000122070312,172.9499969482422,170.25,172.7899932861328,172.01182556152344,62527400,AAPL,2022-02-15,0.023152465006342826,172.17142813546317,168.97549896240236,0.47232942787675825,5.855671028516761,180.6868410194359,157.26415690536882,171.08366497303425,1.5912715799544166,0.3316875,0.025317348539829247,0.25646270813270367,-0.01842884981478761,8.0
2022-02-16,171.85000610351562,173.33999633789062,170.0500030517578,172.5500030517578,171.77291870117188,61177400,AAPL,2022-02-16,-0.0013889128057177347,172.29857090541296,169.29149932861327,0.5314581105355956,5.87022346715885,181.03194626293097,157.55105239429557,171.22331621862696,0.0,-0.06482000000000002,-0.46041035894304516,-0.0008216843411967822,-0.11096368380916781,5.0
