Stock,Set,Metric,CNN,CNN(Topic),CNN-LSTM,CNN-LSTM(Topic),LSTM,LSTM(Topic)
NIO,Train Set,RMSE,,,,,1.0840577593558676,1.0992699507535628
NIO,Train Set,MAE,,,,,0.8282508145412201,0.8472249918970568
NIO,Train Set,R2,,,,,0.9750229198468033,0.9743170127784009
NIO,Train Set,MAPE,,,,,3.7248541772477375,3.7798858267681306
NIO,Test Set,RMSE,,,,,1.2631993222100404,1.2552042923825761
NIO,Test Set,MAE,,,,,1.0900892257690429,1.119300365447998
NIO,Test Set,R2,,,,,0.5433347832389533,0.5490971326359021
NIO,Test Set,MAPE,,,,,5.781823329167836,6.070995768248086
NOC,Train Set,RMSE,4.697138211338702,4.837397178613163,,,,
NOC,Train Set,MAE,3.413436664149095,3.362073024505467,,,,
NOC,Train Set,R2,0.9884150826982451,0.987712889802493,,,,
NOC,Train Set,MAPE,0.7701556416742694,0.7541296271499043,,,,
NOC,Test Set,RMSE,11.495438667027898,13.064283257765364,,,,
NOC,Test Set,MAE,9.949528503417975,11.398461914062505,,,,
NOC,Test Set,R2,-1.3013794808927903,-1.9724072751454442,,,,
NOC,Test Set,MAPE,2.063224368680113,2.3529212796549714,,,,
NOC,Train Set,RMSE,,,5.80619202987939,7.394106863780119,,
NOC,Train Set,MAE,,,4.514166470231679,5.715506267077814,,
NOC,Train Set,R2,,,0.9822985415546744,0.9712923458679656,,
NOC,Train Set,MAPE,,,1.0413839599521137,1.318173570195507,,
NOC,Test Set,RMSE,,,10.19120855803808,7.373715339398807,,
NOC,Test Set,MAE,,,9.242558288574225,6.424040222167974,,
NOC,Test Set,R2,,,-0.8087915393721357,0.05308744503582474,,
NOC,Test Set,MAPE,,,1.9127211829605306,1.3398266616744532,,
NOC,Train Set,RMSE,,,,,8.563938351651748,7.297558306264604
NOC,Train Set,MAE,,,,,6.561113630022317,5.440187651535558
NOC,Train Set,R2,,,,,0.9614900172590461,0.9720371517039491
NOC,Train Set,MAPE,,,,,1.5166856802660122,1.2554603334857641
NOC,Test Set,RMSE,,,,,8.036182124145588,8.277711536584924
NOC,Test Set,MAE,,,,,7.061833190917975,7.268539428710943
NOC,Test Set,R2,,,,,-0.12469996220584867,-0.19332218654735156
NOC,Test Set,MAPE,,,,,1.4694247851025373,1.5039551452255755
PG,Train Set,RMSE,1.7058331311412813,2.2903828769539856,,,,
PG,Train Set,MAE,1.2948219787898323,1.8916130629666332,,,,
PG,Train Set,R2,0.9401261925666106,0.8920606092591095,,,,
PG,Train Set,MAPE,0.8642720213132677,1.2508557960652307,,,,
PG,Test Set,RMSE,2.8123284473771153,3.0323120857916055,,,,
PG,Test Set,MAE,2.3118953704833984,2.2687763214111327,,,,
PG,Test Set,R2,0.02772032431079785,-0.13033433904646552,,,,
PG,Test Set,MAPE,1.7127391120181978,1.6920242259076808,,,,
PG,Train Set,RMSE,,,1.7130954576676898,1.8629963258370281,,
PG,Train Set,MAE,,,1.26816194280615,1.4365093062076661,,
PG,Train Set,R2,,,0.9396152999958445,0.9285852726058089,,
PG,Train Set,MAPE,,,0.8512294214474603,0.9676396186985587,,
PG,Test Set,RMSE,,,2.4477244634906663,3.219765676553646,,
PG,Test Set,MAE,,,1.8932628631591797,2.4996883392333986,,
PG,Test Set,R2,,,0.26348061057181926,-0.27440556864002397,,
PG,Test Set,MAPE,,,1.40645220867839,1.869138160575037,,
PG,Train Set,RMSE,,,,,1.8324605355699468,1.9495909596162688
PG,Train Set,MAE,,,,,1.3695659167660867,1.4683082467816733
PG,Train Set,R2,,,,,0.9309071596430113,0.9217920701014719
PG,Train Set,MAPE,,,,,0.9247717180073332,0.9875769640423939
PG,Test Set,RMSE,,,,,2.0111799065209643,2.962822436024819
PG,Test Set,MAE,,,,,1.5319095611572267,2.4070514678955077
PG,Test Set,R2,,,,,0.5027658246341944,-0.07912157891006855
PG,Test Set,MAPE,,,,,1.1415809559337373,1.7980065585539
PYPL,Train Set,RMSE,2.96774424847278,2.742225252246039,,,,
PYPL,Train Set,MAE,2.1386759715714487,2.326122904058748,,,,
PYPL,Train Set,R2,0.9955090409835544,0.9961656442912177,,,,
PYPL,Train Set,MAPE,1.917572063248826,2.054148606140843,,,,
PYPL,Test Set,RMSE,10.642081877602928,5.6636451781487,,,,
PYPL,Test Set,MAE,9.297139358520507,4.823200607299808,,,,
PYPL,Test Set,R2,-6.428829665494899,-1.1040656362340284,,,,
PYPL,Test Set,MAPE,9.944035284658735,5.20955932858313,,,,
PYPL,Train Set,RMSE,,,4.231052044976443,3.4294288547422354,,
PYPL,Train Set,MAE,,,3.1535288242283714,2.614048361191021,,
PYPL,Train Set,R2,,,0.9908718475887117,0.9940030594563037,,
PYPL,Train Set,MAPE,,,2.790088306779095,2.2850129877847043,,
PYPL,Test Set,RMSE,,,3.369868282930568,4.869848054939808,,
PYPL,Test Set,MAE,,,2.6087394714355496,4.0685783386230465,,
PYPL,Test Set,R2,,,0.25510842753177154,-0.5556003440081254,,
PYPL,Test Set,MAPE,,,2.782034176154986,4.332044975630862,,
PYPL,Train Set,RMSE,,,,,4.314785980165379,4.007812552610767
PYPL,Train Set,MAE,,,,,3.085941032823084,2.8895530888599703
PYPL,Train Set,R2,,,,,0.9905069741019494,0.991809678492235
PYPL,Train Set,MAPE,,,,,2.7619396281626583,2.6282560044963192
PYPL,Test Set,RMSE,,,,,3.9679013734586266,5.381238776623793
PYPL,Test Set,MAE,,,,,3.243371963500978,4.668465805053712
PYPL,Test Set,R2,,,,,-0.03273511986868405,-0.8994669207032175
PYPL,Test Set,MAPE,,,,,3.455446663487004,5.000645710672922
TSLA,Train Set,RMSE,6.7497915698271695,7.922738965192171,,,,
TSLA,Train Set,MAE,5.031069525356951,5.8343684003858165,,,,
TSLA,Train Set,R2,0.9784267082306011,0.9702774280439045,,,,
TSLA,Train Set,MAPE,1.7007841166394377,1.9388078768357182,,,,
TSLA,Test Set,RMSE,15.305752598672193,15.57937853098055,,,,
TSLA,Test Set,MAE,12.368388366699216,13.149682617187498,,,,
TSLA,Test Set,R2,-0.3599285306625868,-0.40898693414705223,,,,
TSLA,Test Set,MAPE,4.312396941363648,4.550908748094869,,,,
TSLA,Train Set,RMSE,,,10.370268694103567,9.788932719410207,,
TSLA,Train Set,MAE,,,7.976965918329551,7.747443664250116,,
TSLA,Train Set,R2,,,0.9490767971703615,0.9546260717683138,,
TSLA,Train Set,MAPE,,,2.6950801414368306,2.6306464044403013,,
TSLA,Test Set,RMSE,,,10.358078999411664,8.056468492044697,,
TSLA,Test Set,MAE,,,9.308184814453123,6.409542846679685,,
TSLA,Test Set,R2,,,0.377176278965342,0.6232128069073137,,
TSLA,Test Set,MAPE,,,3.2125379834350722,2.2390220059055768,,
TSLA,Train Set,RMSE,,,,,11.659884141702996,10.82525313138661
TSLA,Train Set,MAE,,,,,9.18104417923049,8.302443480843982
TSLA,Train Set,R2,,,,,0.9356239741309966,0.944510371974055
TSLA,Train Set,MAPE,,,,,3.1499866002355033,2.787293440152598
TSLA,Test Set,RMSE,,,,,9.376847252986032,10.003791659195345
TSLA,Test Set,MAE,,,,,7.521032714843753,8.59414825439453
TSLA,Test Set,R2,,,,,0.4895885716502437,0.4190537083750475
TSLA,Test Set,MAPE,,,,,2.6256856462418203,2.9776881133013346
TSM,Train Set,RMSE,2.2074385244786265,2.1353397568700454,,,,
TSM,Train Set,MAE,1.663242058213709,1.6783981699074433,,,,
TSM,Train Set,R2,0.9794161218662014,0.9807387734772591,,,,
TSM,Train Set,MAPE,1.595135704041651,1.677423981222887,,,,
TSM,Test Set,RMSE,4.898299795951405,6.123551946714256,,,,
TSM,Test Set,MAE,3.4584327697753907,4.665982055664062,,,,
TSM,Test Set,R2,-1.1417553217272736,-2.347232988248423,,,,
TSM,Test Set,MAPE,4.668423652692072,6.24654426810523,,,,
TSM,Train Set,RMSE,,,2.2441155170914935,2.374994353801103,,
TSM,Train Set,MAE,,,1.7400912956651209,1.8886534968033213,,
TSM,Train Set,R2,,,0.9787264296342021,0.9761726837160406,,
TSM,Train Set,MAPE,,,1.7000907736662425,1.8482560835908923,,
TSM,Test Set,RMSE,,,3.03722014613137,5.512242881026808,,
TSM,Test Set,MAE,,,2.3079654693603517,4.222344970703125,,
TSM,Test Set,R2,,,0.1765605415531335,-1.7122881141509705,,
TSM,Test Set,MAPE,,,3.090306052796974,5.671780272827531,,
TSM,Train Set,RMSE,,,,,2.324283878863666,2.254512236223607
TSM,Train Set,MAE,,,,,1.8591896771210168,1.7207647614878392
TSM,Train Set,R2,,,,,0.9771793344256532,0.978528857206403
TSM,Train Set,MAPE,,,,,1.8181941050001333,1.6925127438603527
TSM,Test Set,RMSE,,,,,2.7784416582806446,2.878154552348089
TSM,Test Set,MAE,,,,,2.317814254760742,2.4304542541503906
TSM,Test Set,R2,,,,,0.31090088192597576,0.260552487015845
TSM,Test Set,MAPE,,,,,3.0780490603451396,3.229790768124321
VZ,Train Set,RMSE,0.5463154139880629,0.6091225253783387,,,,
VZ,Train Set,MAE,0.38673241150203075,0.4462127873462996,,,,
VZ,Train Set,R2,0.9551109148241651,0.9441962779822176,,,,
VZ,Train Set,MAPE,0.7855577611495598,0.9070691844973857,,,,
VZ,Test Set,RMSE,1.47993773708909,3.8098423454935815,,,,
VZ,Test Set,MAE,1.144001960754395,3.622310447692871,,,,
VZ,Test Set,R2,-0.6849242162010498,-10.166253738362228,,,,
VZ,Test Set,MAPE,2.8446588028798847,9.074906776848053,,,,
VZ,Train Set,RMSE,,,0.5813659160196294,0.5573403071900325,,
VZ,Train Set,MAE,,,0.43185214338631456,0.4295527453493015,,
VZ,Train Set,R2,,,0.9491661527224495,0.9532808694545568,,
VZ,Train Set,MAPE,,,0.8809497100993565,0.879140372552683,,
VZ,Test Set,RMSE,,,0.9316163008079114,0.799699659724857,,
VZ,Test Set,MAE,,,0.6773155212402348,0.5880350112915043,,
VZ,Test Set,R2,,,0.3323211165510115,0.5080201613900606,,
VZ,Test Set,MAPE,,,1.7326205055490633,1.4756842167915336,,
VZ,Train Set,RMSE,,,,,0.6764613150964894,0.5813763720570985
VZ,Train Set,MAE,,,,,0.5117412435597387,0.4282094457466613
VZ,Train Set,R2,,,,,0.9311760209434871,0.9491643241825336
VZ,Train Set,MAPE,,,,,1.0444620930471733,0.8748017498706031
VZ,Test Set,RMSE,,,,,0.7268589717818292,2.2177407184227227
VZ,Test Set,MAE,,,,,0.5721410751342777,2.0810565948486324
VZ,Test Set,R2,,,,,0.5935624787590849,-2.7836854411953746
VZ,Test Set,MAPE,,,,,1.4430686532324821,5.212554363522452
XPEV,Train Set,RMSE,1.1750727297286077,0.8195046462718966,,,,
XPEV,Train Set,MAE,0.8497619159115949,0.6413212010425884,,,,
XPEV,Train Set,R2,0.98533208693388,0.9928658592626566,,,,
XPEV,Train Set,MAPE,2.6116905125727827,2.064160947751835,,,,
XPEV,Test Set,RMSE,1.8858907012261574,9.014633422872372,,,,
XPEV,Test Set,MAE,1.6912949085235591,8.346346855163574,,,,
XPEV,Test Set,R2,-1.0624222934352434,-46.12384275482806,,,,
XPEV,Test Set,MAPE,11.330214777187745,57.52365758400193,,,,
XPEV,Train Set,RMSE,,,1.9670287800741002,1.1471726705807128,,
XPEV,Train Set,MAE,,,1.5153024701649331,0.9125548959365619,,
XPEV,Train Set,R2,,,0.9588982549890426,0.9860203462006465,,
XPEV,Train Set,MAPE,,,4.569616378670848,2.9091324847027664,,
XPEV,Test Set,RMSE,,,3.411779128205587,3.8172151517988677,,
XPEV,Test Set,MAE,,,3.307515335083008,3.6515573501586913,,
XPEV,Test Set,R2,,,-5.750040402022132,-7.449632765558821,,
XPEV,Test Set,MAPE,,,22.207366370469877,24.937326680118648,,
XPEV,Train Set,RMSE,,,,,1.6323074548063634,1.496160268343838
XPEV,Train Set,MAE,,,,,1.2198209433720029,1.1723777601871588
XPEV,Train Set,R2,,,,,0.9716963294621063,0.9762209189452695
XPEV,Train Set,MAPE,,,,,3.8211102914793167,3.7185563056148063
XPEV,Test Set,RMSE,,,,,3.1528829601149564,4.721983188420511
XPEV,Test Set,MAE,,,,,3.054930305480957,4.489176559448242
XPEV,Test Set,R2,,,,,-4.764481568890382,-11.929848292167534
XPEV,Test Set,MAPE,,,,,20.375859221890906,30.711382396966403
ZS,Train Set,RMSE,8.782888340220454,3.2559725286283694,,,,
ZS,Train Set,MAE,6.264142191468789,2.290502463655518,,,,
ZS,Train Set,R2,0.9815401588717395,0.9974630336893943,,,,
ZS,Train Set,MAPE,2.843566348740794,1.016158238008766,,,,
ZS,Test Set,RMSE,14.931869730480125,19.39719374987133,,,,
ZS,Test Set,MAE,10.594501495361328,14.906960296630857,,,,
ZS,Test Set,R2,-0.13949261614998476,-0.9229187676342314,,,,
ZS,Test Set,MAPE,6.177861822657482,8.758418571886263,,,,
ZS,Train Set,RMSE,,,8.383502054393432,7.261031850818785,,
ZS,Train Set,MAE,,,6.203896207762469,5.2181518254021695,,
ZS,Train Set,R2,,,0.9831808444815333,0.9873831796350947,,
ZS,Train Set,MAPE,,,2.8658742203131937,2.32179361365489,,
ZS,Test Set,RMSE,,,12.07709477608397,13.450752203929207,,
ZS,Test Set,MAE,,,8.700535583496091,10.286532592773435,,
ZS,Test Set,R2,,,0.2545679188712975,0.07535234081888786,,
ZS,Test Set,MAPE,,,5.075798193935239,5.963808113037401,,
ZS,Train Set,RMSE,,,,,10.416420172345775,8.725966134180124
ZS,Train Set,MAE,,,,,7.882741918704777,6.762293435082646
ZS,Train Set,R2,,,,,0.9740348870607279,0.98177866123799
ZS,Train Set,MAPE,,,,,3.7656130357041344,3.2265987520896036
ZS,Test Set,RMSE,,,,,11.473025624686436,14.12491611880522
ZS,Test Set,MAE,,,,,7.827252960205075,11.218473815917966
ZS,Test Set,R2,,,,,0.32727269142224136,-0.019658832256080894
ZS,Test Set,MAPE,,,,,4.573280242184556,6.4730191977769085
