Stock,Model,Variant,RMSE,MAE,R2,MAPE%,n_obs,n_test
META,LSTM,score_bert_plus_topic_bert,13.641754805634134,11.561460876464844,-0.6036965395773684,8.03682526349456,233,20
META,LSTM,score_plus_topic_vader,14.463082657108409,12.967448425292968,-0.8026169476807983,8.897871036917259,233,20
MSFT,CNN,no_scores,14.245011933363505,12.22701034545899,-1.262009167199087,5.023230598871333,233,20
MSFT,CNN,only_score,11.52625549092992,9.83375396728516,-0.4809664146525634,4.025905356675128,233,20
MSFT,CNN,only_score_bert,9.713615200348434,7.357446289062504,-0.0517935812565431,2.98829078577974,233,20
MSFT,CNN,score_bert_plus_topic_bert,13.287968173313484,11.864668273925785,-0.9682754895555008,4.840640370586385,233,20
MSFT,CNN,score_plus_topic_vader,10.49622309155786,8.840630340576176,-0.22810311100091774,3.589215518754327,233,20
MSFT,CNN-LSTM,no_scores,11.599398401331733,9.870171356201176,-0.49982178142135303,4.063055652995434,233,20
MSFT,CNN-LSTM,only_score,15.412901497526523,12.995879364013678,-1.6481192090534291,5.361902164389157,233,20
MSFT,CNN-LSTM,only_score_bert,5.709584205273907,4.685154724121098,0.6366060517559204,1.8867545552649876,233,20
MSFT,CNN-LSTM,score_bert_plus_topic_bert,7.828637130416865,6.852371978759767,0.31681070537677614,2.7922269065859493,233,20
MSFT,CNN-LSTM,score_plus_topic_vader,14.703966230813458,12.970890808105475,-1.4101147417676403,5.338221035097983,233,20
MSFT,LSTM,no_scores,9.717415566931708,8.553651428222661,-0.05261675224513307,3.512916932898686,233,20
MSFT,LSTM,only_score,5.933562237537073,4.760951232910161,0.6075360866401898,1.926274329257011,233,20
MSFT,LSTM,only_score_bert,7.710314245138319,6.485187530517583,0.3373062368637263,2.6496949913269887,233,20
MSFT,LSTM,score_bert_plus_topic_bert,6.179664507179166,4.978381347656255,0.5743050268705989,2.01402720123418,233,20
MSFT,LSTM,score_plus_topic_vader,6.350989733471182,5.080999755859379,0.5503738648756262,2.0596893465741744,233,20
NFLX,CNN,no_scores,17.97273641697214,12.83290634155274,-3.980599614064004,5.44151311484686,233,20
NFLX,CNN,only_score,18.661092488532127,13.431640624999995,-4.369419689797944,5.687493945014508,233,20
NFLX,CNN,only_score_bert,16.36729565650764,13.230712890625005,-3.1305423129087186,5.7266846595856835,233,20
NFLX,CNN,score_bert_plus_topic_bert,16.981014061113505,12.578974914550782,-3.446112664753187,5.414696825598468,233,20
NFLX,CNN,score_plus_topic_vader,22.985891896801746,18.191246032714844,-7.146591506894492,7.79020331899139,233,20
NFLX,CNN-LSTM,no_scores,10.70152494927976,8.557140350341793,-0.765812378801521,3.6658116844567186,233,20
NFLX,CNN-LSTM,only_score,13.896624500768814,9.638346862792968,-1.9776377768636388,4.1448366714505696,233,20
NFLX,CNN-LSTM,only_score_bert,14.894477410114659,12.65950698852539,-2.4206115714637635,5.385428645838557,233,20
NFLX,CNN-LSTM,score_bert_plus_topic_bert,11.56763916291637,8.838403320312498,-1.0632064470579108,3.780204320983112,233,20
NFLX,CNN-LSTM,score_plus_topic_vader,18.304914303837318,15.284884643554681,-4.166407051375853,6.522114918814611,233,20
NFLX,LSTM,no_scores,9.071196584774805,6.577818298339848,-0.2687684711739926,2.861667418850794,233,20
NFLX,LSTM,only_score,9.052762836308169,6.273355102539067,-0.26361713421776,2.7292154721109028,233,20
NFLX,LSTM,only_score_bert,9.183459918296972,6.498471832275395,-0.3003668513163189,2.804525364914725,233,20
NFLX,LSTM,score_bert_plus_topic_bert,9.940493946015188,8.236501312255855,-0.5235936384582955,3.5300271861121475,233,20
NFLX,LSTM,score_plus_topic_vader,11.643086801446275,8.578144836425777,-1.0902079286970805,3.695370803432855,233,20
NIO,CNN,no_scores,1.726531679975186,1.3829038619995124,0.14689346495142963,7.21113645946604,233,20
NIO,CNN,only_score,1.5388754878613848,1.3444754600524902,0.32226310347259357,7.268179783588683,233,20
NIO,CNN,only_score_bert,1.656565543326113,1.453105640411377,0.21463523468377776,7.909547149560289,233,20
NIO,CNN,score_bert_plus_topic_bert,2.1264538131915205,1.873966884613037,-0.29409474626997567,10.018777155412714,233,20
